id,name,characters,fontFamily,fontSize,positionX,positionY,width,height
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,-30075,35698,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-29980,35698,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29905,35698,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Authorizations,Inter,14,-30091,35511,67,44
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,-30091,35543,288,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,Last Updated: 3 hours ago,Inter,12,-30024,35523,161,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78981;6640:52020;6605:52865,body1,• 4 new Plans have been authorized to receive your data,Inter,16,-30091,35579,438,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,-30075,35639,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-29980,35639,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29905,35639,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120039,List item,List item,Inter,16,-30035,35563,172,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120040,Secondary,Secondary,Inter,14,-30035,35587,132,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,-30091,35455,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-29996,35455,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29921,35455,39,20
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78980;6583:46550,{Header},State Application,Inter,20,-30107,35381,442,32
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,-30107,35413,288,20
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78980;6583:46552;9996:109958,Button,Download,Inter,14,-29633,35385,86,24
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165057;6588:47854;1039:25273,OP,OP,Inter,10,-30091,35459,18,10
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165057;6588:47856,Chip,Chip,Inter,13,-30085,35454,29,18
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47854;1039:25273,OP,OP,Inter,10,-30020,35459,18,10
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47856,Chip,Chip,Inter,13,-30014,35454,29,18
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47854;1039:25273,OP,OP,Inter,10,-30020,35459,18,10
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47856,Chip,Chip,Inter,13,-30014,35454,29,18
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40860,Value,Select,Inter,16,-30095,35451,79,24
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10100:148290,Placeholder,Placeholder,Inter,16,-30009,35451,86,48
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40857,Label,State,Inter,12,-30091,35438,31,12
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10067:123073;6626:50981,Helper text,Helper text,Inter,12,-30107,35490.5,192,20
I1343:22219;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137758;642:114397;11436:165289,Label,Include Supporting Documents,Inter,16,-29930,35452,238,24
I1343:22219;11114:137800;11479:243926;11049:147638;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,-30091,35499,39,20
I1343:22219;11114:137800;11479:243926;11049:147638;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-29996,35499,39,20
I1343:22219;11114:137800;11479:243926;11049:147638;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29921,35499,39,20
I1343:22548;11480:166231;6583:46349;6605:52865,Title,Home,Inter,20,-30062,33982,57,32
I1343:22548;11480:166231;10267:135413;9914:107281,OP,KP,Inter,20,-29762,33988,40,20
I3:979;11479:243926;11049:147865;7726:78980;6583:46550,{Header},To Do (10),Inter,24,158,184,503,32
I3:979;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},Estimated Completion: 00min,Inter,14,158,216,503,20
I3:979;11479:243926;11049:147865;7726:78980;6583:46552;9996:110442,Button,SEE ALL,Inter,13,666,199,55,22
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11565:156939;10055:124867;6588:47740;9914:107323,OP,OP,Inter,12,178,295,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11565:156939;10055:124867;6588:47742,Chip,1,Inter,13,184,292,7,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11565:156939;10036:120039,List item,Missing Required Field,Inter,16,230,289,394,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11565:156939;10036:120040,Secondary,Secondary,Inter,14,230,313,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11565:156939;10055:125210;6588:48076;9914:107323,OP,OP,Inter,12,628,295,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11565:156939;10055:125210;6588:48078,Chip,REQUIRED,Inter,13,634,292,66,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156953;10055:124867;6588:47740;9914:107323,OP,OP,Inter,12,178,343,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156953;10055:124867;6588:47742,Chip,1,Inter,13,184,340,7,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156953;10036:120039,List item,Missing Required Document,Inter,16,230,337,394,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156953;10036:120040,Secondary,Secondary,Inter,14,230,361,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156953;10055:125210;6588:48076;9914:107323,OP,OP,Inter,12,628,343,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156953;10055:125210;6588:48078,Chip,REQUIRED,Inter,13,634,340,66,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156961;10055:124867;6588:47740;9914:107323,OP,OP,Inter,12,178,391,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156961;10055:124867;6588:47742,Chip,3,Inter,13,184,388,9,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156961;10036:120039,List item,Flagged by Surrogate,Inter,16,230,385,394,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156961;10036:120040,Secondary,Secondary,Inter,14,230,409,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156961;10055:125210;6588:48076;9914:107323,OP,OP,Inter,12,628,391,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156961;10055:125210;6588:48078,Chip,REQUIRED,Inter,13,634,388,66,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156969;10055:124867;6588:47758;9914:107323,OP,OP,Inter,12,178,439,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156969;10055:124867;6588:47760,Chip,1,Inter,13,184,436,7,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156969;10036:120039,List item,Begin Directory Data,Inter,16,230,433,418,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156969;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156969;10055:125210;6588:48094;9914:107323,OP,OP,Inter,12,652,439,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156969;10055:125210;6588:48096,Chip,START,Inter,13,658,436,42,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156977;10055:124867;6588:47710;9914:107323,OP,OP,Inter,12,178,487,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156977;10055:124867;6588:47712,Chip,4,Inter,13,184,484,9,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156977;10036:120039,List item,Reconcile Data,Inter,16,230,481,355,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156977;10036:120040,Secondary,Secondary,Inter,14,230,505,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156977;10055:125210;6588:48088;9914:107323,OP,OP,Inter,12,589,487,24,12
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156977;10055:125210;6588:48090,Chip,RECOMMENDED,Inter,13,595,484,105,18
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156978;10036:120039,List item,List item,Inter,16,230,433,172,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156978;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156979;10036:120039,List item,List item,Inter,16,230,433,172,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156979;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156980;10036:120039,List item,List item,Inter,16,230,433,172,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156980;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156981;10036:120039,List item,List item,Inter,16,230,433,172,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156981;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156982;10036:120039,List item,List item,Inter,16,230,433,172,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156982;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156983;10036:120039,List item,List item,Inter,16,230,433,172,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156983;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156984;10036:120039,List item,List item,Inter,16,230,433,172,24
I3:979;11479:243926;11049:147865;7726:78981;6640:52020;11566:156984;10036:120040,Secondary,Secondary,Inter,14,230,457,132,20
I3:979;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,174,304,39,20
I3:979;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,269,304,39,20
I3:979;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,344,304,39,20
I3:19539;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Communications,Inter,24,850,236,484,32
I3:19539;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,850,268,288,20
I3:19539;11479:243926;11049:147865;7726:78980;6583:46552;9990:115406,Button,SEE ALL,Inter,15,1345,239,62,26
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;6579:45221;10238:142386,Button,All,Inter,14,866,314,27,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;6579:45222;10238:142406,Button,System Messages,Inter,14,925,314,144,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;6579:45223;10238:142406,Button,My Data Activity,Inter,14,1101,314,137,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;10238:142701;10238:142406,Button,Plan,Inter,14,1270,314,39,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;10238:142755;10238:142406,Button,Tab,Inter,14,1214,314,28,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;11464:165314;10238:142406,Button,Tab,Inter,14,1214,314,28,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;11464:165722;10238:142406,Button,Tab,Inter,14,1214,314,28,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;11464:166215;10238:142406,Button,Tab,Inter,14,1214,314,28,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;11464:166698;10238:142406,Button,Tab,Inter,14,1214,314,28,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137792;11464:167237;10238:142406,Button,Tab,Inter,14,1214,314,28,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11565:156939;10036:120039,List item,List item,Inter,16,922,375,480,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11565:156939;10036:120040,Secondary,Secondary,Inter,14,922,399,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156953;10036:120039,List item,List item,Inter,16,922,423,480,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156953;10036:120040,Secondary,Secondary,Inter,14,922,447,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156961;10036:120039,List item,List item,Inter,16,922,471,480,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156961;10036:120040,Secondary,Secondary,Inter,14,922,495,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156969;10036:120039,List item,List item,Inter,16,922,519,172,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156969;10036:120040,Secondary,Secondary,Inter,14,922,543,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156977;10036:120039,List item,List item,Inter,16,922,519,172,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156977;10036:120040,Secondary,Secondary,Inter,14,922,543,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156978;10036:120039,List item,List item,Inter,16,922,519,172,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156978;10036:120040,Secondary,Secondary,Inter,14,922,543,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156979;10036:120039,List item,List item,Inter,16,922,519,172,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156979;10036:120040,Secondary,Secondary,Inter,14,922,543,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156980;10036:120039,List item,List item,Inter,16,922,519,172,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156980;10036:120040,Secondary,Secondary,Inter,14,922,543,132,20
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156981;10036:120039,List item,List item,Inter,16,922,519,172,24
I3:19539;11479:243926;11049:147865;7726:78981;6640:52020;11114:137793;11566:156981;10036:120040,Secondary,Secondary,Inter,14,922,543,132,20
